Model version,EM,Release date,Organization,Country,Training compute (FLOP),Training compute notes,Name,Shots,Notes,Source,Source link,id
DeepSeek-Coder-V2-Instruct,0.945,2024-06-17,DeepSeek,China,1.2852e+24,"Trained on a total of 10.2T tokens
6NC: 6 * 10.2T * 21B active parameters = 1.285e24",DS-Coder-V2-Instruct,,,Qwen2.5-Coder Technical Report,http://arxiv.org/abs/2409.12186,recgWLov37oVjOk4Y
Qwen2.5-Coder-3B-Instruct,0.807,2024-11-06,,,,,Qwen2.5-Coder-3B-Instruct,,,Qwen2.5-Coder Technical Report,http://arxiv.org/abs/2409.12186,recEBiI7Vckg3zy0g
Qwen2.5-Coder-7B-Instruct,0.867,2024-09-17,Alibaba,China,2.5113e+23,6ND = 6 FLOP / token / parameter *7610000000 parameters *5.5T tokens =2.5113e+23 FLOP,Qwen2.5-Coder-7B-Instruct,,,Qwen2.5-Coder Technical Report,http://arxiv.org/abs/2409.12186,recrxlcLlOEJo7b5M
Qwen2.5-Coder-14B-Instruct,0.942,2024-11-06,,,,,Qwen2.5-Coder-14B-Instruct,,,Qwen2.5-Coder Technical Report,http://arxiv.org/abs/2409.12186,reciL9E2SFpdpTQ9F
Qwen2.5-Coder-32B-Instruct,0.93,2024-11-21,Alibaba,China,1.0725e+24,"Assuming 1 epoch

6ND = 6*32.5 parameters *10^9*5.5*10^12 tokens = 1.0725e+24",Qwen2.5-Coder-32B-Instruct,,,Qwen2.5-Coder Technical Report,http://arxiv.org/abs/2409.12186,reckQ3NF72z9ICZI6
Qwen2.5-Coder-0.5B,0.345,2024-09-18,,,,,Qwen2.5-Coder-0.5B,4,,Qwen2.5-Coder Technical Report,http://arxiv.org/abs/2409.12186,recriWzkW7RWIJpUI
deepseek-coder-1.3b-base,0.044,2023-11-02,"DeepSeek,Peking University",China,1.56e+22,2T tokens * 1.3B parameters * 6 FLOP / parameter / token = 15.6 * 10^21 = 1.56 * 10^22 FLOP,DS-Coder-1.3B-Base,4,,Qwen2.5-Coder Technical Report,http://arxiv.org/abs/2409.12186,recfazKRlIPHIqw4y
Qwen2.5-Coder-1.5B,0.658,2024-09-18,Alibaba,China,5.082e+22,6ND =  6*1540000000 parameters *5.5T tokens =5.082e+22,Qwen2.5-Coder-1.5B,4,,Qwen2.5-Coder Technical Report,http://arxiv.org/abs/2409.12186,recIikbIv1ZKuCk4E
starcoder2-3b,0.216,2024-02-22,"Hugging Face,ServiceNow,NVIDIA,BigCode",United States of America,5.94e+22,estimation is given in Table 6 ,StarCoder2-3B,4,,Qwen2.5-Coder Technical Report,http://arxiv.org/abs/2409.12186,recoPSMZ3BwAx0twb
Qwen2.5-Coder-3B,0.757,2024-09-18,,,,,Qwen2.5-Coder-3B,4,,Qwen2.5-Coder Technical Report,http://arxiv.org/abs/2409.12186,reccwWD5uXqA4L3aV
starcoder2-7b,0.327,2024-02-20,"Hugging Face,ServiceNow,NVIDIA,BigCode",United States of America,1.55e+23,estimation is given in Table 6 ,StarCoder2-7B,4,,Qwen2.5-Coder Technical Report,http://arxiv.org/abs/2409.12186,recAA2soUr8CvLUav
deepseek-coder-6.7b-base,0.213,2023-11-02,"DeepSeek,Peking University",China,8.04e+22,2T tokens * 6.7B parameters * 6 FLOP / parameter / token = 8.04*10^22 FLOP,DS-Coder-6.7B-Base,4,,Qwen2.5-Coder Technical Report,http://arxiv.org/abs/2409.12186,recBna1XK3H5DgEs2
DeepSeek-Coder-V2-Lite-Base,0.671,2024-06-13,,,,,DS-Coder-V2-Lite-Base,4,,Qwen2.5-Coder Technical Report,http://arxiv.org/abs/2409.12186,recJu2UPUTDAbeHPS
CodeQwen1.5-7B,0.377,2024-04-15,,,,,CodeQwen1.5-7B,4,,Qwen2.5-Coder Technical Report,http://arxiv.org/abs/2409.12186,recK2XPT7uEmiN3aQ
Qwen2.5-Coder-7B,0.839,2024-09-18,Alibaba,China,2.5113e+23,6ND = 6 FLOP / token / parameter *7610000000 parameters *5.5T tokens =2.5113e+23 FLOP,Qwen2.5-Coder-7B,4,,Qwen2.5-Coder Technical Report,http://arxiv.org/abs/2409.12186,recvzqMLC4OK292e5
starcoder2-15b,0.577,2024-02-20,"Hugging Face,ServiceNow,NVIDIA,BigCode",United States of America,3.87e+23,estimation is given in Table 6 ,StarCoder2-15B,4,,Qwen2.5-Coder Technical Report,http://arxiv.org/abs/2409.12186,reclAG14Sox6ongVu
Qwen2.5-Coder-14B,0.887,2024-09-18,,,,,Qwen2.5-Coder-14B,4,,Qwen2.5-Coder Technical Report,http://arxiv.org/abs/2409.12186,recE8WEXVD6mou9Pa
deepseek-coder-33b-base,0.354,2023-11-02,"DeepSeek,Peking University",China,3.96e+23,"""Step 1: Initially pre-trained with a dataset consisting of 87% code, 10% code-related language (Github Markdown and StackExchange), and 3% non-code-related Chinese language. Models are pre-trained using 1.8T tokens and a 4K window size in this step.
Step 2: Further Pre-training using an extended 16K window size on an additional 200B tokens, resulting in foundational models (DeepSeek-Coder-Base).
Step 3: Instruction Fine-tuning on 2B tokens of instruction data, resulting in instruction-tuned models (DeepSeek-Coder-Instruct).""

This means it was trained on 2T tokens. 2T * 33B * 6 = 3.96e23",DS-Coder-33B-Base,4,,Qwen2.5-Coder Technical Report,http://arxiv.org/abs/2409.12186,recgenJ4jFOj6dzga
DeepSeek-Coder-V2-Base,0.858,2024-06-17,DeepSeek,China,1.2852e+24,"Trained on a total of 10.2T tokens
6NC: 6 * 10.2T * 21B active parameters = 1.285e24",DS-Coder-V2-Base,4,,Qwen2.5-Coder Technical Report,http://arxiv.org/abs/2409.12186,recwfs7UuYljqIWC4
Qwen2.5-Coder-32B,0.911,2024-09-18,Alibaba,China,1.0725e+24,"Assuming 1 epoch

6ND = 6*32.5 parameters *10^9*5.5*10^12 tokens = 1.0725e+24",Qwen2.5-Coder-32B,4,,Qwen2.5-Coder Technical Report,http://arxiv.org/abs/2409.12186,recOpZnC24j98jgDQ
LLaMA-65B,0.509,2023-02-24,Meta AI,United States of America,5.5e+23,1.4e12 tokens * 6.52e10 parameters * 6 FLOP/token/parameter = 5.5e23 FLOP,Llama-65B,0,,Textbooks Are All You Need II: phi-1.5 technical report,http://arxiv.org/abs/2309.05463,recr1p7aw6EXnQ1v3
Llama-2-7b,0.146,2023-07-18,Meta AI,United States of America,8.4e+22,"Trained on 2 trillion tokens per Table 1. 

C = 6ND = 6 FLOP / token / parameter * 7B parameters * 2T tokens = 8.4e+22 FLOP.

Also, 7B model was trained on 184320 GPU-hours

312 trillion * 184320 GPU-hours * 3600 sec/hour * 0.3 [utilization] = 6.21e22 FLOP",Llama2-7B,0,,Textbooks Are All You Need II: phi-1.5 technical report,http://arxiv.org/abs/2309.05463,rec5XefgMSdMfybiu
LLaMA-7B,0.11,2023-02-24,Meta AI,United States of America,4.00000001e+22,"1T tokens * 6.7B parameters * 6 FLOP/token/parameter = 4e22 FLOP
",Llama-7B,0,,Textbooks Are All You Need II: phi-1.5 technical report,http://arxiv.org/abs/2309.05463,recyIqPH1anVacKat
mpt-7b,0.068,2023-05-05,MosaicML,United States of America,4.2000000000000004e+22,"""As shown in Table 3, nearly all of the training budget was spent on the base MPT-7B model, which took ~9.5 days to train on 440xA100-40GB GPUs, and cost ~$200k.""",MPT-7B,0,,Textbooks Are All You Need II: phi-1.5 technical report,http://arxiv.org/abs/2309.05463,recKiblWkHkeFO7ru
falcon-7b,0.068,2023-04-24,Technology Innovation Institute,United Arab Emirates,6.3e+22,"6ND = 6 * 7B * 1.5T = 6.3e22
""Falcon-7B is a 7B parameters causal decoder-only model built by TII and trained on 1,500B tokens of RefinedWeb enhanced with curated corpora. It is made available under the Apache 2.0 license.""

Table 1 from https://arxiv.org/pdf/2311.16867 Falcon paper

730 petaflop-days * 1e15 * 24 * 3600 = 6.3072e+22 FLOPs",Falcon-7B,0,,Textbooks Are All You Need II: phi-1.5 technical report,http://arxiv.org/abs/2309.05463,recgD5lGOM5UcF7h2
falcon-7b,0.0462,2023-04-24,Technology Innovation Institute,United Arab Emirates,6.3e+22,"6ND = 6 * 7B * 1.5T = 6.3e22
""Falcon-7B is a 7B parameters causal decoder-only model built by TII and trained on 1,500B tokens of RefinedWeb enhanced with curated corpora. It is made available under the Apache 2.0 license.""

Table 1 from https://arxiv.org/pdf/2311.16867 Falcon paper

730 petaflop-days * 1e15 * 24 * 3600 = 6.3072e+22 FLOPs",Falcon 7B,5,,Falcon2-11B Technical Report,http://arxiv.org/abs/2407.14885,recWnPUygvzfdY7Af
falcon-40b,0.2146,2023-03-15,Technology Innovation Institute,United Arab Emirates,2.4e+23,"C = 6ND = 6 * 40B * 1000B = 2.4e+23 FLOP (assuming one epoch)

Table 1 from https://arxiv.org/pdf/2311.16867 Falcon paper

2,800 petaflop-days * 1e15 * 24 * 3600 = 2.4192e+23 FLOPs",Falcon 40B,5,,Falcon2-11B Technical Report,http://arxiv.org/abs/2407.14885,recLm39SndNBNiWRp
falcon-11b,0.5383,2024-05-09,Technology Innovation Institute,United Arab Emirates,3.6e+23,"trained on 5.5T tokens

6 * 11B * 5.5T = 3.6e23",Falcon2-11B stage 4,5,,Falcon2-11B Technical Report,http://arxiv.org/abs/2407.14885,recVCko9kWNdH2gNm
gpt-4-0314,0.92,2023-03-14,OpenAI,United States of America,2.1e+25,"90% CI: 8.2E+24 to 4.4E+25

NOTE: this is a rough estimate based on public information, much less information than most other systems in the database.

Calculation and confidence intervals here: https://colab.research.google.com/drive/1O99z9b1I5O66bT78r9ScslE_nOj5irN9?usp=sharing",GPT-4,5,5-shot CoT,GPT-4 Technical Report,http://arxiv.org/abs/2303.08774,rece42bDNIveYuuDP
text-davinci-003,0.571,2022-11-28,,,,,GPT-3.5,5,,GPT-4 Technical Report,http://arxiv.org/abs/2303.08774,recIH7lu93SZpnNtQ
,0.588,,,,,,8-shot Minerva,8,,GPT-4 Technical Report,http://arxiv.org/abs/2303.08774,recbzUQbCOgCZ6XeA
claude-instant-1.1,0.809,,Anthropic,United States of America,,,Claude Instant 1.1,0,,Releasing Claude Instant 1.2,https://www.anthropic.com/news/releasing-claude-instant-1-2,rec8k8VQ1JZHytR3M
claude-instant-1.2,0.867,2023-08-09,Anthropic,United States of America,,,Claude Instant 1.2,0,,Releasing Claude Instant 1.2,https://www.anthropic.com/news/releasing-claude-instant-1-2,recxB6uTAez5LVB1C
Llama-2-13b-chat,0.369,2023-07-18,Meta AI,United States of America,1.6e+23,13 billion parameters * 2 trillion tokens * 6 FLOP / token / parameter = 1.6e23 FLOP,LLaMA2-Chat 13B,0,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,recQvGZxtMqZBhrzX
Llama-2-70b-chat,0.471,2023-07-18,Meta AI,United States of America,8.1e+23,"""Pretraining utilized a cumulative 3.3M GPU hours of computation on hardware of type A100-80GB"" of which 1720320 GPU hours were used to train the 70B model.

311.84 BF16 TFLOP/s * 1720320 hours * 0.40 utilization = 7.725e+23 FLOP.

Alternatively: the model was trained for 1 epoch on 2 trillion tokens and has 70B parameters. C = 6ND = 6*70B*2T = 8.4e+23 FLOP.",LLaMA2-Chat 70B,0,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,recvSWvfSUrNLC9jO
Baichuan2-13B-Chat,0.457,2023-09-06,,,,,Baichuan2-Chat 13B,0,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,recRNdsAyvpxPEgNH
Qwen-14B-Chat,0.595,2023-09-24,Alibaba,China,2.5e+23,"3T tokens per Table 1

14B*3T*6 = 2.5e23",Qwen-Chat 14B,0,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,recWEw3LYrO0FK3nA
internlm-chat-20b,0.157,2023-09-17,,,,,InternLM-Chat 20B,0,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,rec1DzxapEWUb1QLT
,0.115,,,,,,AquilaChat2 34B,0,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,recyqNoiemG4SpBj4
Yi-6B-Chat,0.384,2023-11-22,01.AI,China,1.26e+23,6*7*10^9*3*10^12 = 1.26e+23,Yi-Chat 6B,0,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,recXDDudal1CkzMWV
Yi-34B-Chat,0.717,2023-11-22,01.AI,China,6.1e+23,"""The dataset we use contains Chinese & English only. We used approximately 3T tokens"" sounds like this means it was trained on 3T tokens, not necessarily that the dataset contains 3T tokens?

If so, 34b * 3T * 6 = 6.1e23",Yi-Chat 34B,0,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,recYK13JohCBsAbGm
Llama-2-13b-chat,0.027,2023-07-18,Meta AI,United States of America,1.6e+23,13 billion parameters * 2 trillion tokens * 6 FLOP / token / parameter = 1.6e23 FLOP,LLaMA2-Chat 13B,4,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,receIYDoF0g38AmUG
Llama-2-70b-chat,0.587,2023-07-18,Meta AI,United States of America,8.1e+23,"""Pretraining utilized a cumulative 3.3M GPU hours of computation on hardware of type A100-80GB"" of which 1720320 GPU hours were used to train the 70B model.

311.84 BF16 TFLOP/s * 1720320 hours * 0.40 utilization = 7.725e+23 FLOP.

Alternatively: the model was trained for 1 epoch on 2 trillion tokens and has 70B parameters. C = 6ND = 6*70B*2T = 8.4e+23 FLOP.",LLaMA2-Chat 70B,4,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,recjUxUiNVOU4NPaE
Baichuan2-13B-Chat,0.233,2023-09-06,,,,,Baichuan2-Chat 13B,4,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,recpO2MhyWbmloHzx
Qwen-14B-Chat,0.612,2023-09-24,Alibaba,China,2.5e+23,"3T tokens per Table 1

14B*3T*6 = 2.5e23",Qwen-Chat 14B,4,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,recZlE4AqZQVZIb8G
internlm-20b,0.434,2023-09-18,,,,,InternLM-Chat 20B,4,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,recch1fcHNEU8B7jN
,0.485,,,,,,AquilaChat2 34B,4,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,recwCUxNqJgqORttd
Yi-6B-Chat,0.449,2023-11-22,01.AI,China,1.26e+23,6*7*10^9*3*10^12 = 1.26e+23,Yi-Chat 6B,4,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,recNmM3qEyqQo0BeU
Yi-34B-Chat,0.76,2023-11-22,01.AI,China,6.1e+23,"""The dataset we use contains Chinese & English only. We used approximately 3T tokens"" sounds like this means it was trained on 3T tokens, not necessarily that the dataset contains 3T tokens?

If so, 34b * 3T * 6 = 6.1e23",Yi-Chat 34B,4,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,recmFCa4UkrZjtfQt
INTELLECT-1-Instruct,0.3858,2024-11-29,"Prime Intellect,Hugging Face,Arcee AI",United States of America,6.000001e+22,10B parameters trained on 1T tokens: 6 * 10B * 1T = 6e22,INTELLECT-1-Instruct,5,,INTELLECT-1 Technical Report,https://arxiv.org/abs/2412.01152,rec2Fh0JiOpowgEKq
