Model version,Agent,Accuracy mean,Release date,Organization,Country,Training compute (FLOP),Training compute notes,Accuracy SE,Agent Org,Model Org,Run date,Notes,Source,Source Link,Created,Name,id
qwen3.6-35b-a3b,little-coder,0.23,2026-04-14,Alibaba,China,,,,Itay Inbar,Qwen,2026-05-14,,https://www.tbench.ai/leaderboard/terminal-bench/2.0,,2026-05-28T16:41:53.000Z,Qwen3.6-35B-A3B,recl1nPnCE0RX3UaB
gpt-5-mini-2025-08-07_medium, Mini-SWE-Agent ,0.222,2025-08-07,OpenAI,United States of America,,,0.026, Princeton , OpenAI      ,2025-11-03,,Terminal-Bench v2 Leaderboard,https://www.tbench.ai/leaderboard/terminal-bench/2.0,2025-11-18T19:32:42.000Z,,recnD7LCzSjD2bMOB
gpt-5-mini-2025-08-07_unknown,Mini-SWE-Agent,0.222,2025-08-07,OpenAI,United States of America,,,0.026000000000000002,Princeton,OpenAI,2025-11-03,,,,2026-03-06T20:50:50.000Z,GPT-5-Mini,rec27cVB8sQ24sFVx
gpt-5-nano-2025-08-07_unknown,spoox-o-m,0.218,2025-08-07,OpenAI,United States of America,,,0.027999999999999997,TUM,OpenAI,2026-05-15,,https://www.tbench.ai/leaderboard/terminal-bench/2.0,,2026-05-28T16:41:53.000Z,GPT-5-Nano,recrRurMbK55MKkEl
gemini-2.5-pro, Gemini CLI     ,0.196,2025-06-17,Google DeepMind,United States of America,,Flagship model from a leading developer in mid-2025; very likely it used >1e25 FLOP.,0.029, Google    , Google      ,2025-11-04,,Terminal-Bench v2 Leaderboard,https://www.tbench.ai/leaderboard/terminal-bench/2.0,2025-11-18T19:32:42.000Z,,rec263O7vZj3zvozA
gemini-2.5-pro,Gemini CLI,0.196,2025-06-17,Google DeepMind,United States of America,,Flagship model from a leading developer in mid-2025; very likely it used >1e25 FLOP.,0.028999999999999998,Google,Google,2025-11-04,,,,2026-03-06T20:47:58.000Z,Gemini 2.5 Pro,recWtJcU6RNCsTkXu
gpt-oss-120b, Terminus 2     ,0.187,2025-08-05,OpenAI,United States of America,4.94e+24,"""The training run for gpt-oss-120b required 2.1 million H100-hours to complete""
(2.1e6 hours)*(1,979 H100 FLOP/s)*(30% utilization)*(60*60) = 4.49e24
They also do post training similar to o3, which we assume adds at least 10% as much compute, so we multiply this estimate by 1.1 to get 4.94e24

",0.027, Stanford  , OpenAI      ,2025-11-01,,Terminal-Bench v2 Leaderboard,https://www.tbench.ai/leaderboard/terminal-bench/2.0,2025-11-18T19:32:42.000Z,,recQOII1RUaWlRx1a
gpt-oss-120b_unknown,Terminus 2,0.187,2025-08-05,OpenAI,United States of America,4.94e+24,"""The training run for gpt-oss-120b required 2.1 million H100-hours to complete""
(2.1e6 hours)*(1,979 H100 FLOP/s)*(30% utilization)*(60*60) = 4.49e24
They also do post training similar to o3, which we assume adds at least 10% as much compute, so we multiply this estimate by 1.1 to get 4.94e24

",0.027000000000000003,Terminal Bench,OpenAI,2025-11-01,,,,2026-03-06T20:47:58.000Z,GPT-OSS-120B,recfG0w8YzGI925GU
gemini-2.5-flash-preview-09-2025, Mini-SWE-Agent ,0.171,2025-09-25,Google DeepMind,United States of America,,,0.025, Princeton , Google      ,2025-11-03,,Terminal-Bench v2 Leaderboard,https://www.tbench.ai/leaderboard/terminal-bench/2.0,2025-11-18T19:32:42.000Z,,rec5CS4eSqb3DAWFd
gemini-2.5-flash,Mini-SWE-Agent,0.171,2025-06-17,Google DeepMind,United States of America,,,0.025,Princeton,Google,2025-11-03,,,,2026-03-06T20:47:58.000Z,Gemini 2.5 Flash,rec0Cj5jRitxcYSEk
gemini-2.5-flash-preview-09-2025, Terminus 2     ,0.169,2025-09-25,Google DeepMind,United States of America,,,0.024, Stanford  , Google      ,2025-10-31,,Terminal-Bench v2 Leaderboard,https://www.tbench.ai/leaderboard/terminal-bench/2.0,2025-11-18T19:32:42.000Z,,recPFqIRxpwoxFWNM
gemini-2.5-flash,Terminus 2,0.16899999999999998,2025-06-17,Google DeepMind,United States of America,,,0.024,Terminal Bench,Google,2025-10-31,,,,2026-03-06T20:47:59.000Z,Gemini 2.5 Flash,recDRkAqIJ73QPIlZ
gemini-2.5-pro, OpenHands      ,0.164,2025-06-17,Google DeepMind,United States of America,,Flagship model from a leading developer in mid-2025; very likely it used >1e25 FLOP.,0.028, OpenHands , Google      ,2025-11-02,,Terminal-Bench v2 Leaderboard,https://www.tbench.ai/leaderboard/terminal-bench/2.0,2025-11-18T19:32:42.000Z,,recHlyAnoUE2kdSdW
gemini-2.5-flash-preview-09-2025, OpenHands      ,0.164,2025-09-25,Google DeepMind,United States of America,,,0.024, OpenHands , Google      ,2025-11-02,,Terminal-Bench v2 Leaderboard,https://www.tbench.ai/leaderboard/terminal-bench/2.0,2025-11-18T19:32:42.000Z,,recqa4Q4kJzmyqp3p
gemini-2.5-pro,OpenHands,0.16399999999999998,2025-06-17,Google DeepMind,United States of America,,Flagship model from a leading developer in mid-2025; very likely it used >1e25 FLOP.,0.027999999999999997,OpenHands,Google,2025-11-02,,,,2026-03-06T20:47:59.000Z,Gemini 2.5 Pro,recObzKzzxSqsVaZU
gemini-2.5-flash,OpenHands,0.16399999999999998,2025-06-17,Google DeepMind,United States of America,,,0.024,OpenHands,Google,2025-11-02,,,,2026-03-06T20:47:59.000Z,Gemini 2.5 Flash,recU2DOtVn4N0Dais
gemini-2.5-flash-preview-09-2025, Gemini CLI     ,0.154,2025-09-25,Google DeepMind,United States of America,,,0.023, Google    , Google      ,2025-11-04,,Terminal-Bench v2 Leaderboard,https://www.tbench.ai/leaderboard/terminal-bench/2.0,2025-11-18T19:32:42.000Z,,recr9kiUX6cDggDYx
gemini-2.5-flash,Gemini CLI,0.154,2025-06-17,Google DeepMind,United States of America,,,0.023,Google,Google,2025-11-04,,,,2026-03-06T20:48:00.000Z,Gemini 2.5 Flash,reco0rRGUbz2Jmh98
grok-code-fast-1, Terminus 2     ,0.142,2025-08-28,,,,,0.025, Stanford  , xAI         ,2025-10-31,,Terminal-Bench v2 Leaderboard,https://www.tbench.ai/leaderboard/terminal-bench/2.0,2025-11-18T19:32:42.000Z,,rech8rVcJ0mZR84p6
gpt-oss-120b, Mini-SWE-Agent ,0.142,2025-08-05,OpenAI,United States of America,4.94e+24,"""The training run for gpt-oss-120b required 2.1 million H100-hours to complete""
(2.1e6 hours)*(1,979 H100 FLOP/s)*(30% utilization)*(60*60) = 4.49e24
They also do post training similar to o3, which we assume adds at least 10% as much compute, so we multiply this estimate by 1.1 to get 4.94e24

",0.023, Princeton , OpenAI      ,2025-11-03,,Terminal-Bench v2 Leaderboard,https://www.tbench.ai/leaderboard/terminal-bench/2.0,2025-11-18T19:32:42.000Z,,reczhxfX0o9hQLBlA
gpt-oss-120b_unknown,Mini-SWE-Agent,0.142,2025-08-05,OpenAI,United States of America,4.94e+24,"""The training run for gpt-oss-120b required 2.1 million H100-hours to complete""
(2.1e6 hours)*(1,979 H100 FLOP/s)*(30% utilization)*(60*60) = 4.49e24
They also do post training similar to o3, which we assume adds at least 10% as much compute, so we multiply this estimate by 1.1 to get 4.94e24

",0.023,Princeton,OpenAI,2025-11-03,,,,2026-03-06T20:48:00.000Z,GPT-OSS-120B,rec7kV7Cz3bwsrDiB
grok-code-fast-1,Terminus 2,0.142,2025-08-28,,,,,0.025,Terminal Bench,xAI,2025-10-31,,,,2026-03-06T20:48:00.000Z,Grok Code Fast 1,recBxL7VWpbeKKA30
claude-haiku-4-5-20251001, OpenHands      ,0.139,2025-10-15,Anthropic,United States of America,,,0.027, OpenHands , Anthropic   ,2025-11-02,,Terminal-Bench v2 Leaderboard,https://www.tbench.ai/leaderboard/terminal-bench/2.0,2025-11-18T19:32:42.000Z,,rec2PAXFlaUXgbf7W
claude-haiku-4-5-20251001_unknown,OpenHands,0.139,2025-10-15,Anthropic,United States of America,,,0.027000000000000003,OpenHands,Anthropic,2025-11-02,,,,2026-03-06T20:48:00.000Z,Claude Haiku 4.5,recjGQE5ZmhLlLmjS
gpt-5-nano-2025-08-07_medium, Codex CLI      ,0.115,2025-08-07,OpenAI,United States of America,,,0.023, OpenAI    , OpenAI      ,2025-11-04,,Terminal-Bench v2 Leaderboard,https://www.tbench.ai/leaderboard/terminal-bench/2.0,2025-11-18T19:32:42.000Z,,recPmu1Q5fQdfQ0Qg
gpt-5-nano-2025-08-07_unknown,Codex CLI,0.115,2025-08-07,OpenAI,United States of America,,,0.023,OpenAI,OpenAI,2025-11-04,,,,2026-03-06T20:48:01.000Z,GPT-5-Nano,rec1pKVvhlreqGD54
gpt-5-nano-2025-08-07_medium, OpenHands      ,0.099,2025-08-07,OpenAI,United States of America,,,0.021, OpenHands , OpenAI      ,2025-11-02,,Terminal-Bench v2 Leaderboard,https://www.tbench.ai/leaderboard/terminal-bench/2.0,2025-11-18T19:32:42.000Z,,reckUrafyTwxe61sP
gpt-5-nano-2025-08-07_unknown,OpenHands,0.099,2025-08-07,OpenAI,United States of America,,,0.021,OpenHands,OpenAI,2025-11-02,,,,2026-03-06T20:48:01.000Z,GPT-5-Nano,recSn7LNDEYNombkC
qwen3.5-9B,little-coder,0.092,2026-02-24,Alibaba,China,,,0.024,Itay Inbar,Qwen,2026-05-14,,https://www.tbench.ai/leaderboard/terminal-bench/2.0,,2026-06-22T17:02:04.000Z,Qwen3.5-9B,recn5iAj0XJsNdjeG
gpt-5-nano-2025-08-07_medium, Terminus 2     ,0.079,2025-08-07,OpenAI,United States of America,,,0.019, Stanford  , OpenAI      ,2025-10-31,,Terminal-Bench v2 Leaderboard,https://www.tbench.ai/leaderboard/terminal-bench/2.0,2025-11-18T19:32:42.000Z,,rec1PtzzU1cAULZYv
gpt-5-nano-2025-08-07_unknown,Terminus 2,0.079,2025-08-07,OpenAI,United States of America,,,0.019,Terminal Bench,OpenAI,2025-10-31,,,,2026-03-06T20:48:01.000Z,GPT-5-Nano,recmaThICuBZ4f3Um
gpt-5-nano-2025-08-07_medium, Mini-SWE-Agent ,0.07,2025-08-07,OpenAI,United States of America,,,0.019, Princeton , OpenAI      ,2025-11-03,,Terminal-Bench v2 Leaderboard,https://www.tbench.ai/leaderboard/terminal-bench/2.0,2025-11-18T19:32:42.000Z,,rec9SLPT2R9rByofO
gpt-5-nano-2025-08-07_unknown,Mini-SWE-Agent,0.07,2025-08-07,OpenAI,United States of America,,,0.019,Princeton,OpenAI,2025-11-03,,,,2026-03-06T20:48:01.000Z,GPT-5-Nano,recuhoyHUTRuz9tSy
gpt-oss-20b, Mini-SWE-Agent ,0.034,2025-08-05,OpenAI,United States of America,5.49e+23,"""The training run for gpt-oss-120b required 2.1
million H100-hours to complete, with gpt-oss-20b needing almost 10x fewer""
assuming ""almost 10x fewer"" means ~9x fewer: 4.94e24/9 = 5.49e23",0.014, Princeton , OpenAI      ,2025-11-03,,Terminal-Bench v2 Leaderboard,https://www.tbench.ai/leaderboard/terminal-bench/2.0,2025-11-18T19:32:42.000Z,,recXJetcV0C5gLRl3
gpt-oss-20b_unknown,Mini-SWE-Agent,0.034,2025-08-05,OpenAI,United States of America,5.49e+23,"""The training run for gpt-oss-120b required 2.1
million H100-hours to complete, with gpt-oss-20b needing almost 10x fewer""
assuming ""almost 10x fewer"" means ~9x fewer: 4.94e24/9 = 5.49e23",0.013999999999999999,Princeton,OpenAI,2025-11-03,,,,2026-03-06T20:48:02.000Z,GPT-OSS-20B,recpGfJBPRXbdXmbV
gpt-oss-20b_unknown,Terminus 2,0.031000000000000003,2025-08-05,OpenAI,United States of America,5.49e+23,"""The training run for gpt-oss-120b required 2.1
million H100-hours to complete, with gpt-oss-20b needing almost 10x fewer""
assuming ""almost 10x fewer"" means ~9x fewer: 4.94e24/9 = 5.49e23",0.015,Terminal Bench,OpenAI,2025-11-01,,,,2026-03-06T20:48:02.000Z,GPT-OSS-20B,recOw2KPlGf4Z8s97
gpt-oss-20b, Terminus 2     ,0.031,2025-08-05,OpenAI,United States of America,5.49e+23,"""The training run for gpt-oss-120b required 2.1
million H100-hours to complete, with gpt-oss-20b needing almost 10x fewer""
assuming ""almost 10x fewer"" means ~9x fewer: 4.94e24/9 = 5.49e23",0.015, Stanford  , OpenAI      ,2025-11-01,,Terminal-Bench v2 Leaderboard,https://www.tbench.ai/leaderboard/terminal-bench/2.0,2025-11-18T19:32:42.000Z,,recaaiHI5eYtINDFb
